,sentence,bigrams,trigrams
2310,شكرا ,"[('شكرا', '')]",[]
2311,الله يرزقه لاكن بيض وسردين   شو هظا بلفلسطيني ههه,"[('الله', 'يرزقه'), ('يرزقه', 'لاكن'), ('لاكن', 'بيض'), ('بيض', 'وسردين'), ('وسردين', ''), ('', ''), ('', 'شو'), ('شو', 'هظا'), ('هظا', 'بلفلسطيني'), ('بلفلسطيني', 'ههه')]","[('الله', 'يرزقه', 'لاكن'), ('يرزقه', 'لاكن', 'بيض'), ('لاكن', 'بيض', 'وسردين'), ('بيض', 'وسردين', ''), ('وسردين', '', ''), ('', '', 'شو'), ('', 'شو', 'هظا'), ('شو', 'هظا', 'بلفلسطيني'), ('هظا', 'بلفلسطيني', 'ههه')]"
2312,ياصحبي شحال تحبو هريسه ههه,"[('ياصحبي', 'شحال'), ('شحال', 'تحبو'), ('تحبو', 'هريسه'), ('هريسه', 'ههه')]","[('ياصحبي', 'شحال', 'تحبو'), ('شحال', 'تحبو', 'هريسه'), ('تحبو', 'هريسه', 'ههه')]"
2313,حمص بيط سرد او لهريسا هدا هو كاسكروت يا جماعه,"[('حمص', 'بيط'), ('بيط', 'سرد'), ('سرد', 'او'), ('او', 'لهريسا'), ('لهريسا', 'هدا'), ('هدا', 'هو'), ('هو', 'كاسكروت'), ('كاسكروت', 'يا'), ('يا', 'جماعه')]","[('حمص', 'بيط', 'سرد'), ('بيط', 'سرد', 'او'), ('سرد', 'او', 'لهريسا'), ('او', 'لهريسا', 'هدا'), ('لهريسا', 'هدا', 'هو'), ('هدا', 'هو', 'كاسكروت'), ('هو', 'كاسكروت', 'يا'), ('كاسكروت', 'يا', 'جماعه')]"
2314,كسكروت هريسه مش كسكروت سردينه,"[('كسكروت', 'هريسه'), ('هريسه', 'مش'), ('مش', 'كسكروت'), ('كسكروت', 'سردينه')]","[('كسكروت', 'هريسه', 'مش'), ('هريسه', 'مش', 'كسكروت'), ('مش', 'كسكروت', 'سردينه')]"
2315,خليط كارثه صحه,"[('خليط', 'كارثه'), ('كارثه', 'صحه')]","[('خليط', 'كارثه', 'صحه')]"
2316,هذه اكله يبغال قول قوي سرد وبيض وحمص وبهار وهريسه وزيت زيت عوافي يارب,"[('هذه', 'اكله'), ('اكله', 'يبغال'), ('يبغال', 'قول'), ('قول', 'قوي'), ('قوي', 'سرد'), ('سرد', 'وبيض'), ('وبيض', 'وحمص'), ('وحمص', 'وبهار'), ('وبهار', 'وهريسه'), ('وهريسه', 'وزيت'), ('وزيت', 'زيت'), ('زيت', 'عوافي'), ('عوافي', 'يارب')]","[('هذه', 'اكله', 'يبغال'), ('اكله', 'يبغال', 'قول'), ('يبغال', 'قول', 'قوي'), ('قول', 'قوي', 'سرد'), ('قوي', 'سرد', 'وبيض'), ('سرد', 'وبيض', 'وحمص'), ('وبيض', 'وحمص', 'وبهار'), ('وحمص', 'وبهار', 'وهريسه'), ('وبهار', 'وهريسه', 'وزيت'), ('وهريسه', 'وزيت', 'زيت'), ('وزيت', 'زيت', 'عوافي'), ('زيت', 'عوافي', 'يارب')]"
2317,يخسي سب واي ,"[('يخسي', 'سب'), ('سب', 'واي'), ('واي', '')]","[('يخسي', 'سب', 'واي'), ('سب', 'واي', '')]"
2318,لذيذ جدا,"[('لذيذ', 'جدا')]",[]
2319,خاص بنازرتيه ما لازمناش علي  رويق تعمل فيه ,"[('خاص', 'بنازرتيه'), ('بنازرتيه', 'ما'), ('ما', 'لازمناش'), ('لازمناش', 'علي'), ('علي', ''), ('', 'رويق'), ('رويق', 'تعمل'), ('تعمل', 'فيه'), ('فيه', '')]","[('خاص', 'بنازرتيه', 'ما'), ('بنازرتيه', 'ما', 'لازمناش'), ('ما', 'لازمناش', 'علي'), ('لازمناش', 'علي', ''), ('علي', '', 'رويق'), ('', 'رويق', 'تعمل'), ('رويق', 'تعمل', 'فيه'), ('تعمل', 'فيه', '')]"
2320,دي تونس صح والا,"[('دي', 'تونس'), ('تونس', 'صح'), ('صح', 'والا')]","[('دي', 'تونس', 'صح'), ('تونس', 'صح', 'والا')]"
2321,كسكروط حمص ههه مره جايه كسكسي,"[('كسكروط', 'حمص'), ('حمص', 'ههه'), ('ههه', 'مره'), ('مره', 'جايه'), ('جايه', 'كسكسي')]","[('كسكروط', 'حمص', 'ههه'), ('حمص', 'ههه', 'مره'), ('ههه', 'مره', 'جايه'), ('مره', 'جايه', 'كسكسي')]"
2322,بصراحه اكل هو مغرب راءع توب,"[('بصراحه', 'اكل'), ('اكل', 'هو'), ('هو', 'مغرب'), ('مغرب', 'راءع'), ('راءع', 'توب')]","[('بصراحه', 'اكل', 'هو'), ('اكل', 'هو', 'مغرب'), ('هو', 'مغرب', 'راءع'), ('مغرب', 'راءع', 'توب')]"
2323,ارواح نحلم حانوت في دزاير,"[('ارواح', 'نحلم'), ('نحلم', 'حانوت'), ('حانوت', 'في'), ('في', 'دزاير')]","[('ارواح', 'نحلم', 'حانوت'), ('نحلم', 'حانوت', 'في'), ('حانوت', 'في', 'دزاير')]"
2324,لا انه لذيذ جدا جدا ولا حاجه مستشفي ولكن تقليل هريسه وكل لذه,"[('لا', 'انه'), ('انه', 'لذيذ'), ('لذيذ', 'جدا'), ('جدا', 'جدا'), ('جدا', 'ولا'), ('ولا', 'حاجه'), ('حاجه', 'مستشفي'), ('مستشفي', 'ولكن'), ('ولكن', 'تقليل'), ('تقليل', 'هريسه'), ('هريسه', 'وكل'), ('وكل', 'لذه')]","[('لا', 'انه', 'لذيذ'), ('انه', 'لذيذ', 'جدا'), ('لذيذ', 'جدا', 'جدا'), ('جدا', 'جدا', 'ولا'), ('جدا', 'ولا', 'حاجه'), ('ولا', 'حاجه', 'مستشفي'), ('حاجه', 'مستشفي', 'ولكن'), ('مستشفي', 'ولكن', 'تقليل'), ('ولكن', 'تقليل', 'هريسه'), ('تقليل', 'هريسه', 'وكل'), ('هريسه', 'وكل', 'لذه')]"
2325,كاسكروط هذا وحدو غذاء ليوم كامل,"[('كاسكروط', 'هذا'), ('هذا', 'وحدو'), ('وحدو', 'غذاء'), ('غذاء', 'ليوم'), ('ليوم', 'كامل')]","[('كاسكروط', 'هذا', 'وحدو'), ('هذا', 'وحدو', 'غذاء'), ('وحدو', 'غذاء', 'ليوم'), ('غذاء', 'ليوم', 'كامل')]"
2326,الله يسمحلي من نعمت الله ولكن هادشي ياع حموص و سرد و لبيض بزاف,"[('الله', 'يسمحلي'), ('يسمحلي', 'من'), ('من', 'نعمت'), ('نعمت', 'الله'), ('الله', 'ولكن'), ('ولكن', 'هادشي'), ('هادشي', 'ياع'), ('ياع', 'حموص'), ('حموص', 'و'), ('و', 'سرد'), ('سرد', 'و'), ('و', 'لبيض'), ('لبيض', 'بزاف')]","[('الله', 'يسمحلي', 'من'), ('يسمحلي', 'من', 'نعمت'), ('من', 'نعمت', 'الله'), ('نعمت', 'الله', 'ولكن'), ('الله', 'ولكن', 'هادشي'), ('ولكن', 'هادشي', 'ياع'), ('هادشي', 'ياع', 'حموص'), ('ياع', 'حموص', 'و'), ('حموص', 'و', 'سرد'), ('و', 'سرد', 'و'), ('سرد', 'و', 'لبيض'), ('و', 'لبيض', 'بزاف')]"
2327,بعد ما خلط بيض سارد مع بعض راح تصير معركه داخل معدتك واحتمال تنام بلحمام من كثر اسهال,"[('بعد', 'ما'), ('ما', 'خلط'), ('خلط', 'بيض'), ('بيض', 'سارد'), ('سارد', 'مع'), ('مع', 'بعض'), ('بعض', 'راح'), ('راح', 'تصير'), ('تصير', 'معركه'), ('معركه', 'داخل'), ('داخل', 'معدتك'), ('معدتك', 'واحتمال'), ('واحتمال', 'تنام'), ('تنام', 'بلحمام'), ('بلحمام', 'من'), ('من', 'كثر'), ('كثر', 'اسهال')]","[('بعد', 'ما', 'خلط'), ('ما', 'خلط', 'بيض'), ('خلط', 'بيض', 'سارد'), ('بيض', 'سارد', 'مع'), ('سارد', 'مع', 'بعض'), ('مع', 'بعض', 'راح'), ('بعض', 'راح', 'تصير'), ('راح', 'تصير', 'معركه'), ('تصير', 'معركه', 'داخل'), ('معركه', 'داخل', 'معدتك'), ('داخل', 'معدتك', 'واحتمال'), ('معدتك', 'واحتمال', 'تنام'), ('واحتمال', 'تنام', 'بلحمام'), ('تنام', 'بلحمام', 'من'), ('بلحمام', 'من', 'كثر'), ('من', 'كثر', 'اسهال')]"
2328,خاس تكون سميتك باش تاكلو ,"[('خاس', 'تكون'), ('تكون', 'سميتك'), ('سميتك', 'باش'), ('باش', 'تاكلو'), ('تاكلو', '')]","[('خاس', 'تكون', 'سميتك'), ('تكون', 'سميتك', 'باش'), ('سميتك', 'باش', 'تاكلو'), ('باش', 'تاكلو', '')]"
2329,كسكروط حمص سرد,"[('كسكروط', 'حمص'), ('حمص', 'سرد')]","[('كسكروط', 'حمص', 'سرد')]"
2330,هدا سانويتش ولا بركاسا,"[('هدا', 'سانويتش'), ('سانويتش', 'ولا'), ('ولا', 'بركاسا')]","[('هدا', 'سانويتش', 'ولا'), ('سانويتش', 'ولا', 'بركاسا')]"
2331,ههه,[],[]
2332,غلط بيض مع سرد يدير برص,"[('غلط', 'بيض'), ('بيض', 'مع'), ('مع', 'سرد'), ('سرد', 'يدير'), ('يدير', 'برص')]","[('غلط', 'بيض', 'مع'), ('بيض', 'مع', 'سرد'), ('مع', 'سرد', 'يدير'), ('سرد', 'يدير', 'برص')]"
2333,حنا في جزائر نعيطولو موسخ او بنين,"[('حنا', 'في'), ('في', 'جزائر'), ('جزائر', 'نعيطولو'), ('نعيطولو', 'موسخ'), ('موسخ', 'او'), ('او', 'بنين')]","[('حنا', 'في', 'جزائر'), ('في', 'جزائر', 'نعيطولو'), ('جزائر', 'نعيطولو', 'موسخ'), ('نعيطولو', 'موسخ', 'او'), ('موسخ', 'او', 'بنين')]"
2334,ملا تخلويض وملا حاله مسكينه كرش اش تستحمل,"[('ملا', 'تخلويض'), ('تخلويض', 'وملا'), ('وملا', 'حاله'), ('حاله', 'مسكينه'), ('مسكينه', 'كرش'), ('كرش', 'اش'), ('اش', 'تستحمل')]","[('ملا', 'تخلويض', 'وملا'), ('تخلويض', 'وملا', 'حاله'), ('وملا', 'حاله', 'مسكينه'), ('حاله', 'مسكينه', 'كرش'), ('مسكينه', 'كرش', 'اش'), ('كرش', 'اش', 'تستحمل')]"
2335,اين تناسق فالاكل ,"[('اين', 'تناسق'), ('تناسق', 'فالاكل'), ('فالاكل', '')]","[('اين', 'تناسق', 'فالاكل'), ('تناسق', 'فالاكل', '')]"
2336,بيض وسمك من اين لك هذا,"[('بيض', 'وسمك'), ('وسمك', 'من'), ('من', 'اين'), ('اين', 'لك'), ('لك', 'هذا')]","[('بيض', 'وسمك', 'من'), ('وسمك', 'من', 'اين'), ('من', 'اين', 'لك'), ('اين', 'لك', 'هذا')]"
2337,هل هدا سندويش ام حادثه سير اكله عحيبه,"[('هل', 'هدا'), ('هدا', 'سندويش'), ('سندويش', 'ام'), ('ام', 'حادثه'), ('حادثه', 'سير'), ('سير', 'اكله'), ('اكله', 'عحيبه')]","[('هل', 'هدا', 'سندويش'), ('هدا', 'سندويش', 'ام'), ('سندويش', 'ام', 'حادثه'), ('ام', 'حادثه', 'سير'), ('حادثه', 'سير', 'اكله'), ('سير', 'اكله', 'عحيبه')]"
2338,هاي بتاكل بعد بوجهك عالمشفي,"[('هاي', 'بتاكل'), ('بتاكل', 'بعد'), ('بعد', 'بوجهك'), ('بوجهك', 'عالمشفي')]","[('هاي', 'بتاكل', 'بعد'), ('بتاكل', 'بعد', 'بوجهك'), ('بعد', 'بوجهك', 'عالمشفي')]"
2339,واش خلوطه هذي,"[('واش', 'خلوطه'), ('خلوطه', 'هذي')]","[('واش', 'خلوطه', 'هذي')]"
2340,لكن اكل بيض مع سمك مكا تفا بينات,"[('لكن', 'اكل'), ('اكل', 'بيض'), ('بيض', 'مع'), ('مع', 'سمك'), ('سمك', 'مكا'), ('مكا', 'تفا'), ('تفا', 'بينات')]","[('لكن', 'اكل', 'بيض'), ('اكل', 'بيض', 'مع'), ('بيض', 'مع', 'سمك'), ('مع', 'سمك', 'مكا'), ('سمك', 'مكا', 'تفا'), ('مكا', 'تفا', 'بينات')]"
2341,تضربو تولي ادخن كي شاكمان,"[('تضربو', 'تولي'), ('تولي', 'ادخن'), ('ادخن', 'كي'), ('كي', 'شاكمان')]","[('تضربو', 'تولي', 'ادخن'), ('تولي', 'ادخن', 'كي'), ('ادخن', 'كي', 'شاكمان')]"
2342,هذي اذا كلت يبي لك ساعه تدعي ربك يسهل مخراج,"[('هذي', 'اذا'), ('اذا', 'كلت'), ('كلت', 'يبي'), ('يبي', 'لك'), ('لك', 'ساعه'), ('ساعه', 'تدعي'), ('تدعي', 'ربك'), ('ربك', 'يسهل'), ('يسهل', 'مخراج')]","[('هذي', 'اذا', 'كلت'), ('اذا', 'كلت', 'يبي'), ('كلت', 'يبي', 'لك'), ('يبي', 'لك', 'ساعه'), ('لك', 'ساعه', 'تدعي'), ('ساعه', 'تدعي', 'ربك'), ('تدعي', 'ربك', 'يسهل'), ('ربك', 'يسهل', 'مخراج')]"
2343,لوك زاد حطلو قلاوي كبش و بوزلوف احسن ,"[('لوك', 'زاد'), ('زاد', 'حطلو'), ('حطلو', 'قلاوي'), ('قلاوي', 'كبش'), ('كبش', 'و'), ('و', 'بوزلوف'), ('بوزلوف', 'احسن'), ('احسن', '')]","[('لوك', 'زاد', 'حطلو'), ('زاد', 'حطلو', 'قلاوي'), ('حطلو', 'قلاوي', 'كبش'), ('قلاوي', 'كبش', 'و'), ('كبش', 'و', 'بوزلوف'), ('و', 'بوزلوف', 'احسن'), ('بوزلوف', 'احسن', '')]"
2344,وين هذا ,"[('وين', 'هذا'), ('هذا', '')]","[('وين', 'هذا', '')]"
2345,من عمره كلا سندويتش امريكي مخلط بجميع خلط لحم خضره فاكهه وتعيبو فعربي تحيه ليك من مغرب اخي,"[('من', 'عمره'), ('عمره', 'كلا'), ('كلا', 'سندويتش'), ('سندويتش', 'امريكي'), ('امريكي', 'مخلط'), ('مخلط', 'بجميع'), ('بجميع', 'خلط'), ('خلط', 'لحم'), ('لحم', 'خضره'), ('خضره', 'فاكهه'), ('فاكهه', 'وتعيبو'), ('وتعيبو', 'فعربي'), ('فعربي', 'تحيه'), ('تحيه', 'ليك'), ('ليك', 'من'), ('من', 'مغرب'), ('مغرب', 'اخي')]","[('من', 'عمره', 'كلا'), ('عمره', 'كلا', 'سندويتش'), ('كلا', 'سندويتش', 'امريكي'), ('سندويتش', 'امريكي', 'مخلط'), ('امريكي', 'مخلط', 'بجميع'), ('مخلط', 'بجميع', 'خلط'), ('بجميع', 'خلط', 'لحم'), ('خلط', 'لحم', 'خضره'), ('لحم', 'خضره', 'فاكهه'), ('خضره', 'فاكهه', 'وتعيبو'), ('فاكهه', 'وتعيبو', 'فعربي'), ('وتعيبو', 'فعربي', 'تحيه'), ('فعربي', 'تحيه', 'ليك'), ('تحيه', 'ليك', 'من'), ('ليك', 'من', 'مغرب'), ('من', 'مغرب', 'اخي')]"
2346,سلام علي نبحث عن معلم سندويتش لبلابي شكون يعرف معلم,"[('سلام', 'علي'), ('علي', 'نبحث'), ('نبحث', 'عن'), ('عن', 'معلم'), ('معلم', 'سندويتش'), ('سندويتش', 'لبلابي'), ('لبلابي', 'شكون'), ('شكون', 'يعرف'), ('يعرف', 'معلم')]","[('سلام', 'علي', 'نبحث'), ('علي', 'نبحث', 'عن'), ('نبحث', 'عن', 'معلم'), ('عن', 'معلم', 'سندويتش'), ('معلم', 'سندويتش', 'لبلابي'), ('سندويتش', 'لبلابي', 'شكون'), ('لبلابي', 'شكون', 'يعرف'), ('شكون', 'يعرف', 'معلم')]"
2347,ههه حوت بيض حمص و حزاق,"[('ههه', 'حوت'), ('حوت', 'بيض'), ('بيض', 'حمص'), ('حمص', 'و'), ('و', 'حزاق')]","[('ههه', 'حوت', 'بيض'), ('حوت', 'بيض', 'حمص'), ('بيض', 'حمص', 'و'), ('حمص', 'و', 'حزاق')]"
2348,شكل زنخه كثير,"[('شكل', 'زنخه'), ('زنخه', 'كثير')]","[('شكل', 'زنخه', 'كثير')]"
2349,هذي سوسه ولا نابل,"[('هذي', 'سوسه'), ('سوسه', 'ولا'), ('ولا', 'نابل')]","[('هذي', 'سوسه', 'ولا'), ('سوسه', 'ولا', 'نابل')]"
2350,نوع من كربوهيدر نوع من برو ثلاث طبق من ماده دسمه طبق من هريسه ,"[('نوع', 'من'), ('من', 'كربوهيدر'), ('كربوهيدر', 'نوع'), ('نوع', 'من'), ('من', 'برو'), ('برو', 'ثلاث'), ('ثلاث', 'طبق'), ('طبق', 'من'), ('من', 'ماده'), ('ماده', 'دسمه'), ('دسمه', 'طبق'), ('طبق', 'من'), ('من', 'هريسه'), ('هريسه', '')]","[('نوع', 'من', 'كربوهيدر'), ('من', 'كربوهيدر', 'نوع'), ('كربوهيدر', 'نوع', 'من'), ('نوع', 'من', 'برو'), ('من', 'برو', 'ثلاث'), ('برو', 'ثلاث', 'طبق'), ('ثلاث', 'طبق', 'من'), ('طبق', 'من', 'ماده'), ('من', 'ماده', 'دسمه'), ('ماده', 'دسمه', 'طبق'), ('دسمه', 'طبق', 'من'), ('طبق', 'من', 'هريسه'), ('من', 'هريسه', '')]"
2351,قناه ممتعه,"[('قناه', 'ممتعه')]",[]
2352,لهريسه تكثرو بزاف ياتوانسه,"[('لهريسه', 'تكثرو'), ('تكثرو', 'بزاف'), ('بزاف', 'ياتوانسه')]","[('لهريسه', 'تكثرو', 'بزاف'), ('تكثرو', 'بزاف', 'ياتوانسه')]"
2353,هذا سلاح دمار شامل يا اخي و ليس ساندويتش ههه,"[('هذا', 'سلاح'), ('سلاح', 'دمار'), ('دمار', 'شامل'), ('شامل', 'يا'), ('يا', 'اخي'), ('اخي', 'و'), ('و', 'ليس'), ('ليس', 'ساندويتش'), ('ساندويتش', 'ههه')]","[('هذا', 'سلاح', 'دمار'), ('سلاح', 'دمار', 'شامل'), ('دمار', 'شامل', 'يا'), ('شامل', 'يا', 'اخي'), ('يا', 'اخي', 'و'), ('اخي', 'و', 'ليس'), ('و', 'ليس', 'ساندويتش'), ('ليس', 'ساندويتش', 'ههه')]"
2354,قبل لا تحكم علي اكل تذوقوه اولا,"[('قبل', 'لا'), ('لا', 'تحكم'), ('تحكم', 'علي'), ('علي', 'اكل'), ('اكل', 'تذوقوه'), ('تذوقوه', 'اولا')]","[('قبل', 'لا', 'تحكم'), ('لا', 'تحكم', 'علي'), ('تحكم', 'علي', 'اكل'), ('علي', 'اكل', 'تذوقوه'), ('اكل', 'تذوقوه', 'اولا')]"
2355,قنبله بشريه ماهذا ياهذا,"[('قنبله', 'بشريه'), ('بشريه', 'ماهذا'), ('ماهذا', 'ياهذا')]","[('قنبله', 'بشريه', 'ماهذا'), ('بشريه', 'ماهذا', 'ياهذا')]"
2356,مقسسسسسسسسسسسسسسسسسسسس,[],[]
2357,ليش بيخلي ليم علي بيض,"[('ليش', 'بيخلي'), ('بيخلي', 'ليم'), ('ليم', 'علي'), ('علي', 'بيض')]","[('ليش', 'بيخلي', 'ليم'), ('بيخلي', 'ليم', 'علي'), ('ليم', 'علي', 'بيض')]"
2358,اول مره اشوف خلطه سريه  سرد فيه عظم كيف ينحط سندويش ويستخدم يده عاريه بدون قفاز خطاء صحي مع ذالك راح اجرب اكله,"[('اول', 'مره'), ('مره', 'اشوف'), ('اشوف', 'خلطه'), ('خلطه', 'سريه'), ('سريه', ''), ('', 'سرد'), ('سرد', 'فيه'), ('فيه', 'عظم'), ('عظم', 'كيف'), ('كيف', 'ينحط'), ('ينحط', 'سندويش'), ('سندويش', 'ويستخدم'), ('ويستخدم', 'يده'), ('يده', 'عاريه'), ('عاريه', 'بدون'), ('بدون', 'قفاز'), ('قفاز', 'خطاء'), ('خطاء', 'صحي'), ('صحي', 'مع'), ('مع', 'ذالك'), ('ذالك', 'راح'), ('راح', 'اجرب'), ('اجرب', 'اكله')]","[('اول', 'مره', 'اشوف'), ('مره', 'اشوف', 'خلطه'), ('اشوف', 'خلطه', 'سريه'), ('خلطه', 'سريه', ''), ('سريه', '', 'سرد'), ('', 'سرد', 'فيه'), ('سرد', 'فيه', 'عظم'), ('فيه', 'عظم', 'كيف'), ('عظم', 'كيف', 'ينحط'), ('كيف', 'ينحط', 'سندويش'), ('ينحط', 'سندويش', 'ويستخدم'), ('سندويش', 'ويستخدم', 'يده'), ('ويستخدم', 'يده', 'عاريه'), ('يده', 'عاريه', 'بدون'), ('عاريه', 'بدون', 'قفاز'), ('بدون', 'قفاز', 'خطاء'), ('قفاز', 'خطاء', 'صحي'), ('خطاء', 'صحي', 'مع'), ('صحي', 'مع', 'ذالك'), ('مع', 'ذالك', 'راح'), ('ذالك', 'راح', 'اجرب'), ('راح', 'اجرب', 'اكله')]"
2359,ناري علي سندويش جابل تقيه,"[('ناري', 'علي'), ('علي', 'سندويش'), ('سندويش', 'جابل'), ('جابل', 'تقيه')]","[('ناري', 'علي', 'سندويش'), ('علي', 'سندويش', 'جابل'), ('سندويش', 'جابل', 'تقيه')]"
2360,يشهي حرام علي,"[('يشهي', 'حرام'), ('حرام', 'علي')]","[('يشهي', 'حرام', 'علي')]"
2361,ناقصه دببيزه كوكا بلار معاه,"[('ناقصه', 'دببيزه'), ('دببيزه', 'كوكا'), ('كوكا', 'بلار'), ('بلار', 'معاه')]","[('ناقصه', 'دببيزه', 'كوكا'), ('دببيزه', 'كوكا', 'بلار'), ('كوكا', 'بلار', 'معاه')]"
2362,كسكروط فلهند ومصبتوش ,"[('كسكروط', 'فلهند'), ('فلهند', 'ومصبتوش'), ('ومصبتوش', '')]","[('كسكروط', 'فلهند', 'ومصبتوش'), ('فلهند', 'ومصبتوش', '')]"
2363,ماشاء الله رائع جدا,"[('ماشاء', 'الله'), ('الله', 'رائع'), ('رائع', 'جدا')]","[('ماشاء', 'الله', 'رائع'), ('الله', 'رائع', 'جدا')]"
2364,حمص في خبز,"[('حمص', 'في'), ('في', 'خبز')]","[('حمص', 'في', 'خبز')]"
2365,كسكروت مسح فيه يديه,"[('كسكروت', 'مسح'), ('مسح', 'فيه'), ('فيه', 'يديه')]","[('كسكروت', 'مسح', 'فيه'), ('مسح', 'فيه', 'يديه')]"
2366,بيض سردين هريسه انتحار امام ملا,"[('بيض', 'سردين'), ('سردين', 'هريسه'), ('هريسه', 'انتحار'), ('انتحار', 'امام'), ('امام', 'ملا')]","[('بيض', 'سردين', 'هريسه'), ('سردين', 'هريسه', 'انتحار'), ('هريسه', 'انتحار', 'امام'), ('انتحار', 'امام', 'ملا')]"
2367,اذا كسكروت حقيقي مش كرانتيكا تاع وحد جبوره,"[('اذا', 'كسكروت'), ('كسكروت', 'حقيقي'), ('حقيقي', 'مش'), ('مش', 'كرانتيكا'), ('كرانتيكا', 'تاع'), ('تاع', 'وحد'), ('وحد', 'جبوره')]","[('اذا', 'كسكروت', 'حقيقي'), ('كسكروت', 'حقيقي', 'مش'), ('حقيقي', 'مش', 'كرانتيكا'), ('مش', 'كرانتيكا', 'تاع'), ('كرانتيكا', 'تاع', 'وحد'), ('تاع', 'وحد', 'جبوره')]"
2368,ايش ام خلطه هاي في حد يعرف يطبخ زي بلاد شام,"[('ايش', 'ام'), ('ام', 'خلطه'), ('خلطه', 'هاي'), ('هاي', 'في'), ('في', 'حد'), ('حد', 'يعرف'), ('يعرف', 'يطبخ'), ('يطبخ', 'زي'), ('زي', 'بلاد'), ('بلاد', 'شام')]","[('ايش', 'ام', 'خلطه'), ('ام', 'خلطه', 'هاي'), ('خلطه', 'هاي', 'في'), ('هاي', 'في', 'حد'), ('في', 'حد', 'يعرف'), ('حد', 'يعرف', 'يطبخ'), ('يعرف', 'يطبخ', 'زي'), ('يطبخ', 'زي', 'بلاد'), ('زي', 'بلاد', 'شام')]"
2369,هذا باغي فرقع بنادم بقات ليه غير هنديه مدارهاش,"[('هذا', 'باغي'), ('باغي', 'فرقع'), ('فرقع', 'بنادم'), ('بنادم', 'بقات'), ('بقات', 'ليه'), ('ليه', 'غير'), ('غير', 'هنديه'), ('هنديه', 'مدارهاش')]","[('هذا', 'باغي', 'فرقع'), ('باغي', 'فرقع', 'بنادم'), ('فرقع', 'بنادم', 'بقات'), ('بنادم', 'بقات', 'ليه'), ('بقات', 'ليه', 'غير'), ('ليه', 'غير', 'هنديه'), ('غير', 'هنديه', 'مدارهاش')]"
2370,هذا نسا شويه كاشير وشويه بقلاوه ههه,"[('هذا', 'نسا'), ('نسا', 'شويه'), ('شويه', 'كاشير'), ('كاشير', 'وشويه'), ('وشويه', 'بقلاوه'), ('بقلاوه', 'ههه')]","[('هذا', 'نسا', 'شويه'), ('نسا', 'شويه', 'كاشير'), ('شويه', 'كاشير', 'وشويه'), ('كاشير', 'وشويه', 'بقلاوه'), ('وشويه', 'بقلاوه', 'ههه')]"
2371,صحيح حلو وبن ويشهي اما انا انجم نعمل خير منو هوا علاش محطش جبن عليه عظم شبيه مفترشوش انا ليبي راهو,"[('صحيح', 'حلو'), ('حلو', 'وبن'), ('وبن', 'ويشهي'), ('ويشهي', 'اما'), ('اما', 'انا'), ('انا', 'انجم'), ('انجم', 'نعمل'), ('نعمل', 'خير'), ('خير', 'منو'), ('منو', 'هوا'), ('هوا', 'علاش'), ('علاش', 'محطش'), ('محطش', 'جبن'), ('جبن', 'عليه'), ('عليه', 'عظم'), ('عظم', 'شبيه'), ('شبيه', 'مفترشوش'), ('مفترشوش', 'انا'), ('انا', 'ليبي'), ('ليبي', 'راهو')]","[('صحيح', 'حلو', 'وبن'), ('حلو', 'وبن', 'ويشهي'), ('وبن', 'ويشهي', 'اما'), ('ويشهي', 'اما', 'انا'), ('اما', 'انا', 'انجم'), ('انا', 'انجم', 'نعمل'), ('انجم', 'نعمل', 'خير'), ('نعمل', 'خير', 'منو'), ('خير', 'منو', 'هوا'), ('منو', 'هوا', 'علاش'), ('هوا', 'علاش', 'محطش'), ('علاش', 'محطش', 'جبن'), ('محطش', 'جبن', 'عليه'), ('جبن', 'عليه', 'عظم'), ('عليه', 'عظم', 'شبيه'), ('عظم', 'شبيه', 'مفترشوش'), ('شبيه', 'مفترشوش', 'انا'), ('مفترشوش', 'انا', 'ليبي'), ('انا', 'ليبي', 'راهو')]"
2372,خلوطه خير اكل ما قل ودل,"[('خلوطه', 'خير'), ('خير', 'اكل'), ('اكل', 'ما'), ('ما', 'قل'), ('قل', 'ودل')]","[('خلوطه', 'خير', 'اكل'), ('خير', 'اكل', 'ما'), ('اكل', 'ما', 'قل'), ('ما', 'قل', 'ودل')]"
2373,بيض مع سرد ,"[('بيض', 'مع'), ('مع', 'سرد'), ('سرد', '')]","[('بيض', 'مع', 'سرد'), ('مع', 'سرد', '')]"
2374,كسكروت بنين بصح كلو جراثيم و ميكروب,"[('كسكروت', 'بنين'), ('بنين', 'بصح'), ('بصح', 'كلو'), ('كلو', 'جراثيم'), ('جراثيم', 'و'), ('و', 'ميكروب')]","[('كسكروت', 'بنين', 'بصح'), ('بنين', 'بصح', 'كلو'), ('بصح', 'كلو', 'جراثيم'), ('كلو', 'جراثيم', 'و'), ('جراثيم', 'و', 'ميكروب')]"
2375,حسيت خالوطه,"[('حسيت', 'خالوطه')]",[]
2376,بشحال,[],[]
2377,ماشاءالله,[],[]
2378,بيض ما يمشي مع سرد الله يعين,"[('بيض', 'ما'), ('ما', 'يمشي'), ('يمشي', 'مع'), ('مع', 'سرد'), ('سرد', 'الله'), ('الله', 'يعين')]","[('بيض', 'ما', 'يمشي'), ('ما', 'يمشي', 'مع'), ('يمشي', 'مع', 'سرد'), ('مع', 'سرد', 'الله'), ('سرد', 'الله', 'يعين')]"
