,sentence,bigrams
2764,لقال مقز واش ياكل في دار,"[('لقال', 'مقز'), ('مقز', 'واش'), ('واش', 'ياكل'), ('ياكل', 'في'), ('في', 'دار')]"
2765,كليتو مروب فتونس عند واحد بخدم ف  وراء كيوسك تع ورد تحيه ليه وكليتو تاني فباب سعد وكليت كاسكروت طون تني مليح فواحد بلاصه مشفتش عليها نهمل فزنق حتي خرجت علي كارتي قريب لمنوبه كليت عندو ورحبو بيا وشريت زطله من ثم وركبت رجعت سونتر فيل عند زطله كيلو بالف ههه تزطل حتي تكره ماتخلاصش بخمس الف دراهم,"[('كليتو', 'مروب'), ('مروب', 'فتونس'), ('فتونس', 'عند'), ('عند', 'واحد'), ('واحد', 'بخدم'), ('بخدم', 'ف'), ('ف', ''), ('', 'وراء'), ('وراء', 'كيوسك'), ('كيوسك', 'تع'), ('تع', 'ورد'), ('ورد', 'تحيه'), ('تحيه', 'ليه'), ('ليه', 'وكليتو'), ('وكليتو', 'تاني'), ('تاني', 'فباب'), ('فباب', 'سعد'), ('سعد', 'وكليت'), ('وكليت', 'كاسكروت'), ('كاسكروت', 'طون'), ('طون', 'تني'), ('تني', 'مليح'), ('مليح', 'فواحد'), ('فواحد', 'بلاصه'), ('بلاصه', 'مشفتش'), ('مشفتش', 'عليها'), ('عليها', 'نهمل'), ('نهمل', 'فزنق'), ('فزنق', 'حتي'), ('حتي', 'خرجت'), ('خرجت', 'علي'), ('علي', 'كارتي'), ('كارتي', 'قريب'), ('قريب', 'لمنوبه'), ('لمنوبه', 'كليت'), ('كليت', 'عندو'), ('عندو', 'ورحبو'), ('ورحبو', 'بيا'), ('بيا', 'وشريت'), ('وشريت', 'زطله'), ('زطله', 'من'), ('من', 'ثم'), ('ثم', 'وركبت'), ('وركبت', 'رجعت'), ('رجعت', 'سونتر'), ('سونتر', 'فيل'), ('فيل', 'عند'), ('عند', 'زطله'), ('زطله', 'كيلو'), ('كيلو', 'بالف'), ('بالف', 'ههه'), ('ههه', 'تزطل'), ('تزطل', 'حتي'), ('حتي', 'تكره'), ('تكره', 'ماتخلاصش'), ('ماتخلاصش', 'بخمس'), ('بخمس', 'الف'), ('الف', 'دراهم')]"
2766,يحيا زوالي وفحل  ولا مركانتي وبغل  اخو من جزائر مغترب,"[('يحيا', 'زوالي'), ('زوالي', 'وفحل'), ('وفحل', ''), ('', 'ولا'), ('ولا', 'مركانتي'), ('مركانتي', 'وبغل'), ('وبغل', ''), ('', 'اخو'), ('اخو', 'من'), ('من', 'جزائر'), ('جزائر', 'مغترب')]"
2767,عيشه عضم حتا الحم حوت غالي غالي في تونس,"[('عيشه', 'عضم'), ('عضم', 'حتا'), ('حتا', 'الحم'), ('الحم', 'حوت'), ('حوت', 'غالي'), ('غالي', 'غالي'), ('غالي', 'في'), ('في', 'تونس')]"
2768,حبه بيض في خبز و شويه هريسه داير عليها حاله,"[('حبه', 'بيض'), ('بيض', 'في'), ('في', 'خبز'), ('خبز', 'و'), ('و', 'شويه'), ('شويه', 'هريسه'), ('هريسه', 'داير'), ('داير', 'عليها'), ('عليها', 'حاله')]"
2769,يا عمي الله يبارك فيك بس لبس في يدك شي كفوف حبيبي,"[('يا', 'عمي'), ('عمي', 'الله'), ('الله', 'يبارك'), ('يبارك', 'فيك'), ('فيك', 'بس'), ('بس', 'لبس'), ('لبس', 'في'), ('في', 'يدك'), ('يدك', 'شي'), ('شي', 'كفوف'), ('كفوف', 'حبيبي')]"
2770,حنا في جزائر لبيضه فين وينك يلكسكروط خلي ربي تحيا لخوت توانس,"[('حنا', 'في'), ('في', 'جزائر'), ('جزائر', 'لبيضه'), ('لبيضه', 'فين'), ('فين', 'وينك'), ('وينك', 'يلكسكروط'), ('يلكسكروط', 'خلي'), ('خلي', 'ربي'), ('ربي', 'تحيا'), ('تحيا', 'لخوت'), ('لخوت', 'توانس')]"
2771,فهمت ,"[('فهمت', '')]"
2772,كسكروت عياري  نعيشو غايه راك فاهم,"[('كسكروت', 'عياري'), ('عياري', ''), ('', 'نعيشو'), ('نعيشو', 'غايه'), ('غايه', 'راك'), ('راك', 'فاهم')]"
2773,مااقبح فقر ومااجمل فقراء,"[('مااقبح', 'فقر'), ('فقر', 'ومااجمل'), ('ومااجمل', 'فقراء')]"
2774,ناكد علي نظافه و ربي يعين رجال لتخدم علي روح ,"[('ناكد', 'علي'), ('علي', 'نظافه'), ('نظافه', 'و'), ('و', 'ربي'), ('ربي', 'يعين'), ('يعين', 'رجال'), ('رجال', 'لتخدم'), ('لتخدم', 'علي'), ('علي', 'روح'), ('روح', '')]"
2775,ههه اخر واحد دخل غير فهمت,"[('ههه', 'اخر'), ('اخر', 'واحد'), ('واحد', 'دخل'), ('دخل', 'غير'), ('غير', 'فهمت')]"
2776,ههه كنا نكلو في كسكروت طرابلسي تحن لي عياري عصبان لي عياري,"[('ههه', 'كنا'), ('كنا', 'نكلو'), ('نكلو', 'في'), ('في', 'كسكروت'), ('كسكروت', 'طرابلسي'), ('طرابلسي', 'تحن'), ('تحن', 'لي'), ('لي', 'عياري'), ('عياري', 'عصبان'), ('عصبان', 'لي'), ('لي', 'عياري')]"
2777,شكون يعرف اسم صحفيه  501,"[('شكون', 'يعرف'), ('يعرف', 'اسم'), ('اسم', 'صحفيه'), ('صحفيه', ''), ('', '501')]"
2778,تحيه زواوله ربي يعين  جعت من كلام علي كسكروط,"[('تحيه', 'زواوله'), ('زواوله', 'ربي'), ('ربي', 'يعين'), ('يعين', ''), ('', 'جعت'), ('جعت', 'من'), ('من', 'كلام'), ('كلام', 'علي'), ('علي', 'كسكروط')]"
2779,صحفيه تسال و كان ما تعرف اكل هاذي  اكلت زوالي هرايس و عظم  ترم طلعت من هرايس و عظم,"[('صحفيه', 'تسال'), ('تسال', 'و'), ('و', 'كان'), ('كان', 'ما'), ('ما', 'تعرف'), ('تعرف', 'اكل'), ('اكل', 'هاذي'), ('هاذي', ''), ('', 'اكلت'), ('اكلت', 'زوالي'), ('زوالي', 'هرايس'), ('هرايس', 'و'), ('و', 'عظم'), ('عظم', ''), ('', 'ترم'), ('ترم', 'طلعت'), ('طلعت', 'من'), ('من', 'هرايس'), ('هرايس', 'و'), ('و', 'عظم')]"
2780,فهمتني فهمتني فهمتني فهمتني فهمتني فهمتني ههه,"[('فهمتني', 'فهمتني'), ('فهمتني', 'فهمتني'), ('فهمتني', 'فهمتني'), ('فهمتني', 'فهمتني'), ('فهمتني', 'فهمتني'), ('فهمتني', 'ههه')]"
2781,نشجع بشرط ان مكان الي يخدم فيه موش نظيف علاش دوله ما تعونهوش يحل محل صحي ,"[('نشجع', 'بشرط'), ('بشرط', 'ان'), ('ان', 'مكان'), ('مكان', 'الي'), ('الي', 'يخدم'), ('يخدم', 'فيه'), ('فيه', 'موش'), ('موش', 'نظيف'), ('نظيف', 'علاش'), ('علاش', 'دوله'), ('دوله', 'ما'), ('ما', 'تعونهوش'), ('تعونهوش', 'يحل'), ('يحل', 'محل'), ('محل', 'صحي'), ('صحي', '')]"
2782,تحيا زوالي فيه بركه تحيا من جزائر,"[('تحيا', 'زوالي'), ('زوالي', 'فيه'), ('فيه', 'بركه'), ('بركه', 'تحيا'), ('تحيا', 'من'), ('من', 'جزائر')]"
2783,انا جزائري من وهر اكلت شباطي في سوسه ههه,"[('انا', 'جزائري'), ('جزائري', 'من'), ('من', 'وهر'), ('وهر', 'اكلت'), ('اكلت', 'شباطي'), ('شباطي', 'في'), ('في', 'سوسه'), ('سوسه', 'ههه')]"
2784,زوز مش واحد ههه,"[('زوز', 'مش'), ('مش', 'واحد'), ('واحد', 'ههه')]"
2785,توا راهو ب2000 وعضم راهو ب500,"[('توا', 'راهو'), ('راهو', 'ب2000'), ('ب2000', 'وعضم'), ('وعضم', 'راهو'), ('راهو', 'ب500')]"
2786,اكله محبوبه عند اجانب ههه الم شاد الصف,"[('اكله', 'محبوبه'), ('محبوبه', 'عند'), ('عند', 'اجانب'), ('اجانب', 'ههه'), ('ههه', 'الم'), ('الم', 'شاد'), ('شاد', 'الصف')]"
2787,ربي يعين تريس,"[('ربي', 'يعين'), ('يعين', 'تريس')]"
2788,ناس محلا متواضع وزواوله ماشاء الله ,"[('ناس', 'محلا'), ('محلا', 'متواضع'), ('متواضع', 'وزواوله'), ('وزواوله', 'ماشاء'), ('ماشاء', 'الله'), ('الله', '')]"
2789,شعب تونسي ابطال هريسه حار  تحيه من جزائر,"[('شعب', 'تونسي'), ('تونسي', 'ابطال'), ('ابطال', 'هريسه'), ('هريسه', 'حار'), ('حار', ''), ('', 'تحيه'), ('تحيه', 'من'), ('من', 'جزائر')]"
2790,ماكله وحيده الي متاكد منها نظيفه في تونس خصوصا كيف يبدا خبز مالكوشه خاطر كل شيء يتحل صباح من تن و هريسه  و كعبه طماطم فرشكه و نص راس بصل يتقصو عالبلاصه بصراحه كل شيء قدامك و ناكدل راهي نظيفه وكا ليتشنقسو ما فاهم والو خاطر توا اخمج ماكله في رستورون خصوصا ملي غلات خضره غفص واعطي مغفص,"[('ماكله', 'وحيده'), ('وحيده', 'الي'), ('الي', 'متاكد'), ('متاكد', 'منها'), ('منها', 'نظيفه'), ('نظيفه', 'في'), ('في', 'تونس'), ('تونس', 'خصوصا'), ('خصوصا', 'كيف'), ('كيف', 'يبدا'), ('يبدا', 'خبز'), ('خبز', 'مالكوشه'), ('مالكوشه', 'خاطر'), ('خاطر', 'كل'), ('كل', 'شيء'), ('شيء', 'يتحل'), ('يتحل', 'صباح'), ('صباح', 'من'), ('من', 'تن'), ('تن', 'و'), ('و', 'هريسه'), ('هريسه', ''), ('', 'و'), ('و', 'كعبه'), ('كعبه', 'طماطم'), ('طماطم', 'فرشكه'), ('فرشكه', 'و'), ('و', 'نص'), ('نص', 'راس'), ('راس', 'بصل'), ('بصل', 'يتقصو'), ('يتقصو', 'عالبلاصه'), ('عالبلاصه', 'بصراحه'), ('بصراحه', 'كل'), ('كل', 'شيء'), ('شيء', 'قدامك'), ('قدامك', 'و'), ('و', 'ناكدل'), ('ناكدل', 'راهي'), ('راهي', 'نظيفه'), ('نظيفه', 'وكا'), ('وكا', 'ليتشنقسو'), ('ليتشنقسو', 'ما'), ('ما', 'فاهم'), ('فاهم', 'والو'), ('والو', 'خاطر'), ('خاطر', 'توا'), ('توا', 'اخمج'), ('اخمج', 'ماكله'), ('ماكله', 'في'), ('في', 'رستورون'), ('رستورون', 'خصوصا'), ('خصوصا', 'ملي'), ('ملي', 'غلات'), ('غلات', 'خضره'), ('خضره', 'غفص'), ('غفص', 'واعطي'), ('واعطي', 'مغفص')]"
2791,واش يعشقو خمج ياربي اعطيني صبر في هالبلاد ,"[('واش', 'يعشقو'), ('يعشقو', 'خمج'), ('خمج', 'ياربي'), ('ياربي', 'اعطيني'), ('اعطيني', 'صبر'), ('صبر', 'في'), ('في', 'هالبلاد'), ('هالبلاد', '')]"
2792,عياريه محلانا,"[('عياريه', 'محلانا')]"
2793,زوالي ديما قنوع حمد لله ربي يهلك ظالم,"[('زوالي', 'ديما'), ('ديما', 'قنوع'), ('قنوع', 'حمد'), ('حمد', 'لله'), ('لله', 'ربي'), ('ربي', 'يهلك'), ('يهلك', 'ظالم')]"
2794,ها فطر في دارك علاش تفطر برا اكبر شعب ياكل برا تونسا اكل شارع رهو سرط خماج سيد بدون قفاز ,"[('ها', 'فطر'), ('فطر', 'في'), ('في', 'دارك'), ('دارك', 'علاش'), ('علاش', 'تفطر'), ('تفطر', 'برا'), ('برا', 'اكبر'), ('اكبر', 'شعب'), ('شعب', 'ياكل'), ('ياكل', 'برا'), ('برا', 'تونسا'), ('تونسا', 'اكل'), ('اكل', 'شارع'), ('شارع', 'رهو'), ('رهو', 'سرط'), ('سرط', 'خماج'), ('خماج', 'سيد'), ('سيد', 'بدون'), ('بدون', 'قفاز'), ('قفاز', '')]"
2795,اكثر ناس في تونس مرضي معده من جراير حار,"[('اكثر', 'ناس'), ('ناس', 'في'), ('في', 'تونس'), ('تونس', 'مرضي'), ('مرضي', 'معده'), ('معده', 'من'), ('من', 'جراير'), ('جراير', 'حار')]"
2796,يا اخي البس عل اقل قوان بلاستيك و كمامه سعر ب 1000 مليم مع بعض في فارمسي علاه هكاكه وسخ بيدك الله اعلم بيك علي عموم غير صحي تما مع انه ضاهر شهي جدا,"[('يا', 'اخي'), ('اخي', 'البس'), ('البس', 'عل'), ('عل', 'اقل'), ('اقل', 'قوان'), ('قوان', 'بلاستيك'), ('بلاستيك', 'و'), ('و', 'كمامه'), ('كمامه', 'سعر'), ('سعر', 'ب'), ('ب', '1000'), ('1000', 'مليم'), ('مليم', 'مع'), ('مع', 'بعض'), ('بعض', 'في'), ('في', 'فارمسي'), ('فارمسي', 'علاه'), ('علاه', 'هكاكه'), ('هكاكه', 'وسخ'), ('وسخ', 'بيدك'), ('بيدك', 'الله'), ('الله', 'اعلم'), ('اعلم', 'بيك'), ('بيك', 'علي'), ('علي', 'عموم'), ('عموم', 'غير'), ('غير', 'صحي'), ('صحي', 'تما'), ('تما', 'مع'), ('مع', 'انه'), ('انه', 'ضاهر'), ('ضاهر', 'شهي'), ('شهي', 'جدا')]"
2797,صدقو مشكل مش في سوم ولا حكر كان عالزوالي انظف ماكله متاع امك في دار والله في نصر منار زعمه زعمه فار ريتو في مطعم وماكلتو تعيف وخنافس اي مطعم مسخ حتي في قمرت ولاك كلهم خمج اما انت تمشيو مظاهر,"[('صدقو', 'مشكل'), ('مشكل', 'مش'), ('مش', 'في'), ('في', 'سوم'), ('سوم', 'ولا'), ('ولا', 'حكر'), ('حكر', 'كان'), ('كان', 'عالزوالي'), ('عالزوالي', 'انظف'), ('انظف', 'ماكله'), ('ماكله', 'متاع'), ('متاع', 'امك'), ('امك', 'في'), ('في', 'دار'), ('دار', 'والله'), ('والله', 'في'), ('في', 'نصر'), ('نصر', 'منار'), ('منار', 'زعمه'), ('زعمه', 'زعمه'), ('زعمه', 'فار'), ('فار', 'ريتو'), ('ريتو', 'في'), ('في', 'مطعم'), ('مطعم', 'وماكلتو'), ('وماكلتو', 'تعيف'), ('تعيف', 'وخنافس'), ('وخنافس', 'اي'), ('اي', 'مطعم'), ('مطعم', 'مسخ'), ('مسخ', 'حتي'), ('حتي', 'في'), ('في', 'قمرت'), ('قمرت', 'ولاك'), ('ولاك', 'كلهم'), ('كلهم', 'خمج'), ('خمج', 'اما'), ('اما', 'انت'), ('انت', 'تمشيو'), ('تمشيو', 'مظاهر')]"
2798,ابو شان يحفظ,"[('ابو', 'شان'), ('شان', 'يحفظ')]"
2799,هاريسه وبيض مطبوخ مع صباح هادي قنبله دريه,"[('هاريسه', 'وبيض'), ('وبيض', 'مطبوخ'), ('مطبوخ', 'مع'), ('مع', 'صباح'), ('صباح', 'هادي'), ('هادي', 'قنبله'), ('قنبله', 'دريه')]"
2800,نظافه ما شاء الله نظافه زك وصيف,"[('نظافه', 'ما'), ('ما', 'شاء'), ('شاء', 'الله'), ('الله', 'نظافه'), ('نظافه', 'زك'), ('زك', 'وصيف')]"
2801,ربي يعين رجال انتم الي مزالت فيكم ريحه تونس ,"[('ربي', 'يعين'), ('يعين', 'رجال'), ('رجال', 'انتم'), ('انتم', 'الي'), ('الي', 'مزالت'), ('مزالت', 'فيكم'), ('فيكم', 'ريحه'), ('ريحه', 'تونس'), ('تونس', '')]"
2802,قناه هذي فيديوات كل تحكي يوم كامل علي عضم لمروب ههه لمروب لمروب لمروب تقول عليه حاجه كبيره مش نورمال,"[('قناه', 'هذي'), ('هذي', 'فيديوات'), ('فيديوات', 'كل'), ('كل', 'تحكي'), ('تحكي', 'يوم'), ('يوم', 'كامل'), ('كامل', 'علي'), ('علي', 'عضم'), ('عضم', 'لمروب'), ('لمروب', 'ههه'), ('ههه', 'لمروب'), ('لمروب', 'لمروب'), ('لمروب', 'لمروب'), ('لمروب', 'تقول'), ('تقول', 'عليه'), ('عليه', 'حاجه'), ('حاجه', 'كبيره'), ('كبيره', 'مش'), ('مش', 'نورمال')]"
2803,كعبوره ربي يرزقك صديقي باين ناس ملاح ,"[('كعبوره', 'ربي'), ('ربي', 'يرزقك'), ('يرزقك', 'صديقي'), ('صديقي', 'باين'), ('باين', 'ناس'), ('ناس', 'ملاح'), ('ملاح', '')]"
2804,راجل ,"[('راجل', '')]"
2805,وسخ و عفن,"[('وسخ', 'و'), ('و', 'عفن')]"
2806,ناس قبل قالو اخدم بفرنك و حاسب بطال,"[('ناس', 'قبل'), ('قبل', 'قالو'), ('قالو', 'اخدم'), ('اخدم', 'بفرنك'), ('بفرنك', 'و'), ('و', 'حاسب'), ('حاسب', 'بطال')]"
2807,جزائر قرنطيطا,"[('جزائر', 'قرنطيطا')]"
2808,سر نووي ههه,"[('سر', 'نووي'), ('نووي', 'ههه')]"
2809,لهريسه بزاف,"[('لهريسه', 'بزاف')]"
2810,خليو شعب يخدم خرم يسرق كل يوم تفدحو واحد شوفو ديار,"[('خليو', 'شعب'), ('شعب', 'يخدم'), ('يخدم', 'خرم'), ('خرم', 'يسرق'), ('يسرق', 'كل'), ('كل', 'يوم'), ('يوم', 'تفدحو'), ('تفدحو', 'واحد'), ('واحد', 'شوفو'), ('شوفو', 'ديار')]"
2811,كعبوره جمعيه ياباهي,"[('كعبوره', 'جمعيه'), ('جمعيه', 'ياباهي')]"
2812,شعب ما يعرف كان الماكله رهج او مزاق ايقطع اجواجي,"[('شعب', 'ما'), ('ما', 'يعرف'), ('يعرف', 'كان'), ('كان', 'الماكله'), ('الماكله', 'رهج'), ('رهج', 'او'), ('او', 'مزاق'), ('مزاق', 'ايقطع'), ('ايقطع', 'اجواجي')]"
2813,يقول ليها كل يوم نفطر ومفرهد وشايخ وفي دارك ماعندكش فطور,"[('يقول', 'ليها'), ('ليها', 'كل'), ('كل', 'يوم'), ('يوم', 'نفطر'), ('نفطر', 'ومفرهد'), ('ومفرهد', 'وشايخ'), ('وشايخ', 'وفي'), ('وفي', 'دارك'), ('دارك', 'ماعندكش'), ('ماعندكش', 'فطور')]"
2814,الله مستع,"[('الله', 'مستع')]"
2815,اتفه سؤال قداش تصور تقول بش تتزوجه لا حول ولا قوه الا بالله ربي يعاونك اخي,"[('اتفه', 'سؤال'), ('سؤال', 'قداش'), ('قداش', 'تصور'), ('تصور', 'تقول'), ('تقول', 'بش'), ('بش', 'تتزوجه'), ('تتزوجه', 'لا'), ('لا', 'حول'), ('حول', 'ولا'), ('ولا', 'قوه'), ('قوه', 'الا'), ('الا', 'بالله'), ('بالله', 'ربي'), ('ربي', 'يعاونك'), ('يعاونك', 'اخي')]"
2816,شكون يخطو ,"[('شكون', 'يخطو'), ('يخطو', '')]"
2817,علي اقل قول حمد لله ,"[('علي', 'اقل'), ('اقل', 'قول'), ('قول', 'حمد'), ('حمد', 'لله'), ('لله', '')]"
2818,لو فيه ثقافه من الدوله تبني لهما كشاء  كتكون نضيف هم ع المراقب هوت تركالنا ستسترزق,"[('لو', 'فيه'), ('فيه', 'ثقافه'), ('ثقافه', 'من'), ('من', 'الدوله'), ('الدوله', 'تبني'), ('تبني', 'لهما'), ('لهما', 'كشاء'), ('كشاء', ''), ('', 'كتكون'), ('كتكون', 'نضيف'), ('نضيف', 'هم'), ('هم', 'ع'), ('ع', 'المراقب'), ('المراقب', 'هوت'), ('هوت', 'تركالنا'), ('تركالنا', 'ستسترزق')]"
2819,اين هي حمد لله يا خوي,"[('اين', 'هي'), ('هي', 'حمد'), ('حمد', 'لله'), ('لله', 'يا'), ('يا', 'خوي')]"
2820,13560 ههه فهمت اختي فهمتنيا قديم في حرفه فهمتني,"[('13560', 'ههه'), ('ههه', 'فهمت'), ('فهمت', 'اختي'), ('اختي', 'فهمتنيا'), ('فهمتنيا', 'قديم'), ('قديم', 'في'), ('في', 'حرفه'), ('حرفه', 'فهمتني')]"
2821,تحاسب فيه علي دورو يا لطييف,"[('تحاسب', 'فيه'), ('فيه', 'علي'), ('علي', 'دورو'), ('دورو', 'يا'), ('يا', 'لطييف')]"
2822,كعبوره مكشخ و يحب ترجي في دم و ناس لكل تحبو,"[('كعبوره', 'مكشخ'), ('مكشخ', 'و'), ('و', 'يحب'), ('يحب', 'ترجي'), ('ترجي', 'في'), ('في', 'دم'), ('دم', 'و'), ('و', 'ناس'), ('ناس', 'لكل'), ('لكل', 'تحبو')]"
2823,في مرلكش سياح تخالي نزل وتهبط لاسواق ماكله شعبيه نرمالم راهو فما منطقه متع ماكله شعبيه متع براوط وشوم مرفق مفهوم سياحه تبدل تفرج في فلوڨ متع ناس تسافر ماكله تمشيلك اتعس بلاصه وتاكل,"[('في', 'مرلكش'), ('مرلكش', 'سياح'), ('سياح', 'تخالي'), ('تخالي', 'نزل'), ('نزل', 'وتهبط'), ('وتهبط', 'لاسواق'), ('لاسواق', 'ماكله'), ('ماكله', 'شعبيه'), ('شعبيه', 'نرمالم'), ('نرمالم', 'راهو'), ('راهو', 'فما'), ('فما', 'منطقه'), ('منطقه', 'متع'), ('متع', 'ماكله'), ('ماكله', 'شعبيه'), ('شعبيه', 'متع'), ('متع', 'براوط'), ('براوط', 'وشوم'), ('وشوم', 'مرفق'), ('مرفق', 'مفهوم'), ('مفهوم', 'سياحه'), ('سياحه', 'تبدل'), ('تبدل', 'تفرج'), ('تفرج', 'في'), ('في', 'فلوڨ'), ('فلوڨ', 'متع'), ('متع', 'ناس'), ('ناس', 'تسافر'), ('تسافر', 'ماكله'), ('ماكله', 'تمشيلك'), ('تمشيلك', 'اتعس'), ('اتعس', 'بلاصه'), ('بلاصه', 'وتاكل')]"
2824,سلام اخي عزيز كسكرت عيري تاع زوليه فيها براكه كبيره حمد لله و رزق قليل و بركه كبيره انشاء الله اعونك رجل مرزوق برزق حلال حمد الله ربي يعونك وخليك راجل  من اخيك جزائري,"[('سلام', 'اخي'), ('اخي', 'عزيز'), ('عزيز', 'كسكرت'), ('كسكرت', 'عيري'), ('عيري', 'تاع'), ('تاع', 'زوليه'), ('زوليه', 'فيها'), ('فيها', 'براكه'), ('براكه', 'كبيره'), ('كبيره', 'حمد'), ('حمد', 'لله'), ('لله', 'و'), ('و', 'رزق'), ('رزق', 'قليل'), ('قليل', 'و'), ('و', 'بركه'), ('بركه', 'كبيره'), ('كبيره', 'انشاء'), ('انشاء', 'الله'), ('الله', 'اعونك'), ('اعونك', 'رجل'), ('رجل', 'مرزوق'), ('مرزوق', 'برزق'), ('برزق', 'حلال'), ('حلال', 'حمد'), ('حمد', 'الله'), ('الله', 'ربي'), ('ربي', 'يعونك'), ('يعونك', 'وخليك'), ('وخليك', 'راجل'), ('راجل', ''), ('', 'من'), ('من', 'اخيك'), ('اخيك', 'جزائري')]"
2825,صراحه انا نعرف برشا من اولاد عيار لا ثيقه لا امانه لا شرف و لا نضافهو بصتا خاصه صحاب هالمهنهتلق اديه عياذو بالله فحم علي هريسه علي زيت علي دم متاع مرقاز بهايموه اغفص ومدلك تاكل,"[('صراحه', 'انا'), ('انا', 'نعرف'), ('نعرف', 'برشا'), ('برشا', 'من'), ('من', 'اولاد'), ('اولاد', 'عيار'), ('عيار', 'لا'), ('لا', 'ثيقه'), ('ثيقه', 'لا'), ('لا', 'امانه'), ('امانه', 'لا'), ('لا', 'شرف'), ('شرف', 'و'), ('و', 'لا'), ('لا', 'نضافهو'), ('نضافهو', 'بصتا'), ('بصتا', 'خاصه'), ('خاصه', 'صحاب'), ('صحاب', 'هالمهنهتلق'), ('هالمهنهتلق', 'اديه'), ('اديه', 'عياذو'), ('عياذو', 'بالله'), ('بالله', 'فحم'), ('فحم', 'علي'), ('علي', 'هريسه'), ('هريسه', 'علي'), ('علي', 'زيت'), ('زيت', 'علي'), ('علي', 'دم'), ('دم', 'متاع'), ('متاع', 'مرقاز'), ('مرقاز', 'بهايموه'), ('بهايموه', 'اغفص'), ('اغفص', 'ومدلك'), ('ومدلك', 'تاكل')]"
2826,نكره كذاب ناس الي تحشي فيه قال نصور 15 الف ولا 20 الف قول نصور حمد لله ويزيؤ بلا كذب تفوه,"[('نكره', 'كذاب'), ('كذاب', 'ناس'), ('ناس', 'الي'), ('الي', 'تحشي'), ('تحشي', 'فيه'), ('فيه', 'قال'), ('قال', 'نصور'), ('نصور', '15'), ('15', 'الف'), ('الف', 'ولا'), ('ولا', '20'), ('20', 'الف'), ('الف', 'قول'), ('قول', 'نصور'), ('نصور', 'حمد'), ('حمد', 'لله'), ('لله', 'ويزيؤ'), ('ويزيؤ', 'بلا'), ('بلا', 'كذب'), ('كذب', 'تفوه')]"
2827,حتي لعضم غليتوه نكتو فيه الله لا تربح يا حكومه يا مبنه يا سراق,"[('حتي', 'لعضم'), ('لعضم', 'غليتوه'), ('غليتوه', 'نكتو'), ('نكتو', 'فيه'), ('فيه', 'الله'), ('الله', 'لا'), ('لا', 'تربح'), ('تربح', 'يا'), ('يا', 'حكومه'), ('حكومه', 'يا'), ('يا', 'مبنه'), ('مبنه', 'يا'), ('يا', 'سراق')]"
2828,خساره مفماش نضافه وفريجيدار,"[('خساره', 'مفماش'), ('مفماش', 'نضافه'), ('نضافه', 'وفريجيدار')]"
2829,اسمع اكل موزيكا والله مرضي ,"[('اسمع', 'اكل'), ('اكل', 'موزيكا'), ('موزيكا', 'والله'), ('والله', 'مرضي'), ('مرضي', '')]"
2830,ماكله نصب بكل وسخ لا عندو لا ماء لا صاب لا فريجيدار يمشي يبول ويرجع يملس كسكروت,"[('ماكله', 'نصب'), ('نصب', 'بكل'), ('بكل', 'وسخ'), ('وسخ', 'لا'), ('لا', 'عندو'), ('عندو', 'لا'), ('لا', 'ماء'), ('ماء', 'لا'), ('لا', 'صاب'), ('صاب', 'لا'), ('لا', 'فريجيدار'), ('فريجيدار', 'يمشي'), ('يمشي', 'يبول'), ('يبول', 'ويرجع'), ('ويرجع', 'يملس'), ('يملس', 'كسكروت')]"
2831,ما احلاه عبد كي يبدي قنوع و يحمد في ربي و يخدم حلال,"[('ما', 'احلاه'), ('احلاه', 'عبد'), ('عبد', 'كي'), ('كي', 'يبدي'), ('يبدي', 'قنوع'), ('قنوع', 'و'), ('و', 'يحمد'), ('يحمد', 'في'), ('في', 'ربي'), ('ربي', 'و'), ('و', 'يخدم'), ('يخدم', 'حلال')]"
2832,يكذب كيف قال نصور في 15 و 20 دينار يحساب قباضه ههه  ربي يعين رجال الي تخدم علي روح  اما ربي يقول واما بنعمه ربك فحدث,"[('يكذب', 'كيف'), ('كيف', 'قال'), ('قال', 'نصور'), ('نصور', 'في'), ('في', '15'), ('15', 'و'), ('و', '20'), ('20', 'دينار'), ('دينار', 'يحساب'), ('يحساب', 'قباضه'), ('قباضه', 'ههه'), ('ههه', ''), ('', 'ربي'), ('ربي', 'يعين'), ('يعين', 'رجال'), ('رجال', 'الي'), ('الي', 'تخدم'), ('تخدم', 'علي'), ('علي', 'روح'), ('روح', ''), ('', 'اما'), ('اما', 'ربي'), ('ربي', 'يقول'), ('يقول', 'واما'), ('واما', 'بنعمه'), ('بنعمه', 'ربك'), ('ربك', 'فحدث')]"
2833,نفس كومونتار الي عملت نايا,"[('نفس', 'كومونتار'), ('كومونتار', 'الي'), ('الي', 'عملت'), ('عملت', 'نايا')]"
2834,واش معناه مروب,"[('واش', 'معناه'), ('معناه', 'مروب')]"
2835,بيض مغلي في ماء,"[('بيض', 'مغلي'), ('مغلي', 'في'), ('في', 'ماء')]"
2836,مكروب سقطت منها كاف ههه و اصبحت مروب امزح معك تحيه لك,"[('مكروب', 'سقطت'), ('سقطت', 'منها'), ('منها', 'كاف'), ('كاف', 'ههه'), ('ههه', 'و'), ('و', 'اصبحت'), ('اصبحت', 'مروب'), ('مروب', 'امزح'), ('امزح', 'معك'), ('معك', 'تحيه'), ('تحيه', 'لك')]"
2837,بنين شهيتوني,"[('بنين', 'شهيتوني')]"
